id,descripcion,descripcion_equivalente,cbarras,cbarras_equivalente,cantidad_equivalente
1102,SENSIBIT-RIN FRASCO SOLUCION 60 ML 1/ 4 MG,RINAVENT FRASCO JARABE 60 ML 1/ 4 MG,7501299307878,7501836003447,1
1103,SENSIBIT-RIN FRASCO SOLUCION 60 ML 1/ 4 MG,LARITOL D JBE INF FCO 60ML NF (Lora.fen),7501299307878,7502009741784,1
1104,SENSIBIT-RIN FRASCO SOLUCION 60 ML 1/ 4 MG,DIMEGAN-D FRASCO JARABE 60 ML 1/ 4 MG,7501299307878,7501314703647,1
1105,LOZAM CAJA CON 40 TABLETAS 2 MG,LOZAM CAJA CON 40 TABLETAS 2 MG,7501384502355,7501384502355,1
1106,LOZAM CAJA CON 40 TABLETAS 2 MG,ATIVAN 2MG (C)|TAB|40,7501384502355,7501287619211,1
1107,PUNAB CAJA CON 30 TABLETAS 50 MG,PUNAB CAJA CON 30 TABLETAS 50 MG,7502240450070,7502240450070,1
1108,PUNAB CAJA CON 30 TABLETAS 50 MG,LOPRED 50MG C/30 TAB,7502240450070,7502223555358,1
1109,PUNAB CAJA CON 30 TABLETAS 50 MG,ALDERAN TAB CON 30 50MG LOSARTAN,7502240450070,7502009744013,1
1110,PUNAB CAJA CON 30 TABLETAS 50 MG,STAARS 50MG C/30 CPR,7502240450070,780083146818,1
1111,PUNAB CAJA CON 30 TABLETAS 50 MG,LOSARTAN 50MG C30 COMPRIMIDOS,7502240450070,7501493864030,1
1112,CO-TARSAN CAJA CON 15 COMPRIMIDOS 100/25 MG,CO-TARSAN CAJA CON 15 COMPRIMIDOS 100/25 MG,7502009742781,7502009742781,1
1113,CO-TARSAN CAJA CON 15 COMPRIMIDOS 50/12.5 MG,CO-TARSAN CAJA CON 15 COMPRIMIDOS 50/12.5 MG,7502009742767,7502009742767,1
1114,CO-TARSAN CAJA CON 15 COMPRIMIDOS 50/12.5 MG,CO-TARSAN C 30 50.0MG/12.5,7502009742767,7502009742774,2
1115,CONTUMAX CAJA CON 15  SOBRES 17G POLVO,CONTUMAX CAJA CON 15  SOBRES 17G POLVO,7501871720774,7501871720774,1
1116,NULYTELY CAJA CON 4  SOBRES 109.6G POLVO 105/1.43/2.80/0.37G,NULYTELY CAJA CON 4  SOBRES 109.6G POLVO 105/1.43/2.80/0.37G,7501871730315,7501871730315,1
1117,NULYTELY CAJA CON 4  SOBRES 109.6G POLVO 105/1.43/2.80/0.37G,NULYTELY SOB CZA 110.10G C4,7501871730315,7501871730339,1
1118,AVANDAMET CAJA CON 14 TABLETAS 2MG/500MG,AVANDAMET CAJA CON 14 TABLETAS 2MG/500MG,7501043111508,7501043111508,1
1119,AVANDAMET CAJA CON 14 TABLETAS 4MG/1000MG,AVANDAMET CAJA CON 14 TABLETAS 4MG/1000MG,7501043110976,7501043110976,1
1120,AVANDAMET CAJA CON 14 TABLETAS 4MG/500MG,AVANDAMET CAJA CON 14 TABLETAS 4MG/500MG,7501043111515,7501043111515,1
1121,ZELMAC CAJA CON 30 COMPRIMIDOS 6MG,ZELMAC CAJA CON 30 COMPRIMIDOS 6MG,7501701401071,7501701401071,1
1122,ZELMAC CAJA CON 30 COMPRIMIDOS 6MG,ZELMAC CAJA CON 30 COMPRIMIDOS 6MG,7501701401071,7501124810863,1
1123,ZELMAC CAJA CON 30 COMPRIMIDOS 6MG,ZELMAC 6MG CPR C60,7501701401071,7501701401064,2
1124,LUDIOMIL CAJA CON 30 GRAGEAS 25 MG,LUDIOMIL CAJA CON 30 GRAGEAS 25 MG,7501094910341,7501094910341,1
1125,VO-REMI CAJA CON 5 AMPULAS  25 / 50MG 1ML,VO-REMI CAJA CON 5 AMPULAS  25 / 50MG 1ML,7502004403502,7502004403502,1
1126,VO-REMI CAJA CON 5 AMPULAS  25 / 50MG 1ML,BONADOXINA CAJA CON 5 AMPULAS  25 / 50 / 20MG 1ML,7502004403502,7501287678003,1
1127,MECLISON CAJA CON 20 TABLETAS 25 / 50 MG,MECLISON CAJA CON 20 TABLETAS 25 / 50 MG,7502001162525,7502001162525,1
1128,MECLISON CAJA CON 20 TABLETAS 25 / 50 MG,BONADOXINA 25MG TAB C25,7502001162525,7501287678034,1
1129,BONADOXINA FRASCO JARABE 120 ML 0.297/0.608 G/100ML,BONADOXINA FRASCO JARABE 120 ML 0.297/0.608 G/100ML,7501287678171,7501287678171,1
1130,MECLISON FRASCO SOLUCION GOTAS 15 ML 0.833 /1.666 G /100 ML,MECLISON FRASCO SOLUCION GOTAS 15 ML 0.833 /1.666 G /100 ML,7502001162518,7502001162518,1
1131,MECLISON FRASCO SOLUCION GOTAS 15 ML 0.833 /1.666 G /100 ML,BONADOXINA GTS 20ML,7502001162518,7501287678096,1
1132,PROVERA CAJA CON 24 TABLETAS  5 MG,PROVERA CAJA CON 24 TABLETAS  5 MG,300090286200,300090286200,1
1133,PONSTAN 500 CAJA CON 15 TABLETAS 500 MG,PONSTAN 500 CAJA CON 15 TABLETAS 500 MG,7501287650627,7501287650627,1
1134,PONSTAN 500 CAJA CON 15 TABLETAS 500 MG,NAMIFEN CAJA CON 20 TABLETAS 500 MG,7501287650627,7501075713718,1
1135,PONSTAN 500 CAJA CON 15 TABLETAS 500 MG,NAMIFEN 500MG CAJA CON 20 TABLETAS     C.B.,7501287650627,7501075722611,1
1136,PONSTAN 500 CAJA CON 15 TABLETAS 500 MG,ARTRIDEN (ACIDO MEFENAMICO)  500MG CAJA CON 10 TABLETAS,7501287650627,7501825300021,0.5
1137,ALKERAN FRASCO 25 TABLETAS 2 MG,ALKERAN FRASCO 25 TABLETAS 2 MG,5010706010031,5010706010031,1
1138,MAVICAM CAJA CON 10 TABLETAS DE 15 MG,MAVICAM CAJA CON 10 TABLETAS DE 15 MG,785120754087,785120754087,1
1139,MAVICAM CAJA CON 10 TABLETAS DE 15 MG,FLEXIVER TAB 15MG C/10 (Meloxicam),785120754087,7502009740459,1
1140,MAVICAM CAJA CON 10 TABLETAS DE 15 MG,MELOXICAM 15MG TAB C10,785120754087,7502226291895,1
1141,FLEXIVER CAJA CON 14 TABLETAS 7.5 MG,FLEXIVER CAJA CON 14 TABLETAS 7.5 MG,7502009740466,7502009740466,1
1142,FLEXIVER CAJA CON 14 TABLETAS 7.5 MG,RETOFLAM 7.5MG C/14TAB(meloxicam),7502009740466,7502216792821,1
1143,FLEXIVER CAJA CON 14 TABLETAS 7.5 MG,MAVICAM TAB.7.5 MG.C/14 (Meloxicam),7502009740466,785120754094,1
1144,AKATINOL CAJA CON 14 TABLETAS 10 MG,AKATINOL CAJA CON 14 TABLETAS 10 MG,4046222601669,4046222601669,1
1145,AKATINOL CAJA CON 14 TABLETAS 10 MG,AKATINOL CAJA CON 14 TABLETAS 10 MG,4046222601669,4046222464738,1
1146,K 50 CJA FRASCO AMPULA 5 ML 50 MG,K 50 CJA FRASCO AMPULA 5 ML 50 MG,7501122964902,7501122964902,1
1147,PURINETHOL FRASCO 25 TABLETAS 50 MG,PURINETHOL FRASCO 25 TABLETAS 50 MG,7501046457672,7501046457672,1
1148,PENTASA CAJA CON 14 SUPOSITORIOS 1 G,PENTASA CAJA CON 14 SUPOSITORIOS 1 G,7503000883749,7503000883749,1
1149,PENTASA CAJA CON 14 SUPOSITORIOS 1 G,PENTASA CAJA CON 14 SUPOSITORIOS 1 G,7503000883749,5702920564512,1
1150,SALOFALK CAJA CON 3 ENEMAS 4 G / 60 ML,SALOFALK CAJA CON 3 ENEMAS 4 G / 60 ML,7501168810782,7501168810782,1
1151,SALOFALK CAJA 40 TABLETAS 500 MG,SALOFALK CAJA 40 TABLETAS 500 MG,7501168810713,7501168810713,1
1152,SALOFALK CAJA 40 TABLETAS 500 MG,MESALAZINA LAZER FRASCO 60 TABLETAS 500 MG,7501168810713,7501504030812,1
1153,SALOFALK CAJA 40 TABLETAS 500 MG,MESALAZINA LAZER FRASCO 30 TABLETAS 500 MG,7501168810713,7501504022817,0.5
1154,SALOFALK CAJA 40 TABLETAS 500 MG,MESALAZINA LAZER 500MG 60 TABS,7501168810713,7501504021810,1
1155,SALOFALK CAJA 40 TABLETAS 500 MG,SALOFALK 500MG CAJA CON 30 TAB,7501168810713,7501168810720,0.5
1156,SALOFALK CAJA 40 TABLETAS 500 MG,PENTASA 500MG TAB C50,7501168810713,7503000883756,1
1157,METAMIZOL NEOLPHARMA CAJA CON 10 TABLETAS 500 MG,METAMIZOL NEOLPHARMA CAJA CON 10 TABLETAS 500 MG,7503004908813,7503004908813,1
1158,METAMIZOL NEOLPHARMA CAJA CON 10 TABLETAS 500 MG,MESSELFENIL TAB.500 MG.C/10 (Metamizol),7503004908813,7501573901082,1
1159,METAMIZOL NEOLPHARMA CAJA CON 10 TABLETAS 500 MG,MAGNOL CPR C10,7503004908813,7501188800510,1
1160,METAMIZOL NEOLPHARMA CAJA CON 10 TABLETAS 500 MG,AVAFONTAN 10 TABS 500MG,7503004908813,7502226290850,1
1161,METAMIZOL NEOLPHARMA CAJA CON 10 TABLETAS 500 MG,neo-melubrina 500mg c 10 tab,7503004908813,7501165000230,1
1162,METAMIZOL NEOLPHARMA CAJA CON 10 TABLETAS 500 MG,PIRINOVAG CAJA CON 10 TABLETAS 500 MG,7503004908813,7501075714135,1
1163,METAMIZOL NEOLPHARMA CAJA CON 10 TABLETAS 500 MG,WESTEPIRON TAB. 500MG C/10 (Metamizol so,7503004908813,7501537161088,1
1164,NEO-MELUBRINA CAJA CON 5 SUPOSITORIOS INFANTIL 300 MG,NEO-MELUBRINA CAJA CON 5 SUPOSITORIOS INFANTIL 300 MG,7501165000308,7501165000308,1
1165,NEOSEDAL FRASCO JARABE 120 ML  250 MG / 5 ML,NEOSEDAL FRASCO JARABE 120 ML  250 MG / 5 ML,7502211780687,7502211780687,1
1166,NEOSEDAL FRASCO JARABE 120 ML  250 MG / 5 ML,NEOSEDAL FRASCO JARABE 120ML 250MG/5ML,7502211780687,7502211780694,1
1167,NEOSEDAL FRASCO JARABE 120 ML  250 MG / 5 ML,NEOMELUBRINA 5.25G JBE 100ML,7502211780687,7501165000315,1
1168,NEOSEDAL FRASCO JARABE 120 ML  250 MG / 5 ML,PIROMEBRINA JBE.120 ML. (Metamizol),7502211780687,7501825300687,1
1169,NEOSEDAL FRASCO JARABE 120 ML  250 MG / 5 ML,FARLIN 5G/100ML FCO JARABE 120ML,7502211780687,7502006923619,1
1170,EDRONAX CAJA CON 30 TABLETAS 4MG,EDRONAX CAJA CON 30 TABLETAS 4MG,300093204300,300093204300,1
1171,DINAMEL CAJA CON 30 TABLETAS 500 MG,DINAMEL CAJA CON 30 TABLETAS 500 MG,7501836003256,7501836003256,1
1172,DINAMEL CAJA CON 30 TABLETAS 500 MG,DIMEFOR 500MG TAB C/30,7501836003256,7501300408082,1
1173,DINAMEL CAJA CON 30 TABLETAS 500 MG,APOZEMIA 500MG C60 APOTEX,7501836003256,7501277088911,2
1174,DINAMEL CAJA CON 30 TABLETAS 500 MG,METFORMINA 500MG TABLETAS,7501836003256,742832781152,1
1175,DINAMEL CAJA CON 30 TABLETAS 500 MG,IFOR (METFORMINA) 500 MG TAB 30,7501836003256,7501293200137,1
1176,METFORMINA AMSA CAJA CON 30 TABLETAS 850 MG,METFORMINA AMSA CAJA CON 30 TABLETAS 850 MG,7501349023451,7501349023451,1
1177,METFORMINA AMSA CAJA CON 30 TABLETAS 850 MG,GLUCOTEC S CAJA CON 30 TABLETAS 850 MG,7501349023451,7502009740800,1
1178,METFORMINA AMSA CAJA CON 30 TABLETAS 850 MG,GLUCOPHAGE 850MG TAB C40,7501349023451,7501009072577,1
1179,METFORMINA AMSA CAJA CON 30 TABLETAS 850 MG,METIXOR 30 TABS 850MG GI,7501349023451,7502247373952,1
1180,KLARIX CAJA CON 10 TABLETAS 250 MG,KLARIX CAJA CON 10 TABLETAS 250 MG,7502009740442,7502009740442,1
1181,KLARIX CAJA CON 10 TABLETAS 250 MG,DOYCUR 250MG C/10 TAB REC (Claritromic),7502009740442,7501573900573,1
1182,KLARIX CAJA CON 10 TABLETAS 250 MG,CLARITROMICINA 250MG C/10 TAB,7502009740442,7501361681066,1
1183,KLARIX CAJA CON 10 TABLETAS 500 MG,KLARIX CAJA CON 10 TABLETAS 500 MG,7502009740510,7502009740510,1
1184,KLARIX CAJA CON 10 TABLETAS 500 MG,CLARITROMIC ELI 500MG TAB C10,7502009740510,7502247371507,1
1185,KLARIX CAJA CON 10 TABLETAS 500 MG,VIKROL 500MG C10,7502009740510,785120754117,1
1186,KLARIX CAJA CON 10 TABLETAS 500 MG,CLARITROMICINA 500MG FCO C/10 TAB,7502009740510,8400007681,1
1187,KLARIX CAJA CON 10 TABLETAS 500 MG,VIKROL TAB.250 MG.C/10 (Claritromicina),7502009740510,785120754100,1
1188,KROBICIN FRASCO SUSPENSION 60ML 250 MG /5ML,KROBICIN FRASCO SUSPENSION 60ML 250 MG /5ML,785118752347,785118752347,1
1189,KROBICIN FRASCO SUSPENSION 60ML 250 MG /5ML,KLARICID 12H SUSP 250MG 60ML,785118752347,7501033921674,1
1190,RITALIN LA CAJA CON 30 CAPSULAS LIBERACION PROLONGADA  20 MG,RITALIN LA CAJA CON 30 CAPSULAS LIBERACION PROLONGADA  20 MG,7501094913922,7501094913922,1
1191,CONCERTA CAJA CON 30 TABLETAS  LIBERACION PROLONGADA 18 MG,CONCERTA CAJA CON 30 TABLETAS  LIBERACION PROLONGADA 18 MG,7501109904167,7501109904167,1
1192,CONCERTA CAJA CON 30 TABLETAS  LIBERACION PROLONGADA 27 MG,CONCERTA CAJA CON 30 TABLETAS  LIBERACION PROLONGADA 27 MG,7501109904495,7501109904495,1
1193,TRADEA LP CAJA CON 30 TABLETAS  LIBERACION PROLONGADA 36 MG,TRADEA LP CAJA CON 30 TABLETAS  LIBERACION PROLONGADA 36 MG,7501384520458,7501384520458,1
1194,TRADEA LP CAJA CON 30 TABLETAS  LIBERACION PROLONGADA 36 MG,CONCERTA CAJA CON 30 TABLETAS  LIBERACION PROLONGADA 36 MG,7501384520458,7501109904174,1
1195,METILPREDNISOLONA AMSA CAJA CON FRASCO AMPULA 2 ML 40 MG/ML,METILPREDNISOLONA AMSA CAJA CON FRASCO AMPULA 2 ML 40 MG/ML,7501349028203,7501349028203,1
1196,METILPREDNISOLONA AMSA CAJA CON FRASCO AMPULA 2 ML 40 MG/ML,DEPO-MEDROL CAJA CON FRASCO AMPULA 2 ML 40 MG/ML,7501349028203,7501142925150,1
1197,METILPREDNISOLONA AMSA CAJA CON FRASCO AMPULA 2 ML 40 MG/ML,METILPREDNISOLONA 40MG/ML FCO 2ML,7501349028203,7501125102271,1
1198,DIRPASID CAJA CON 20 TABLETAS 10 MG,DIRPASID CAJA CON 20 TABLETAS 10 MG,7502208892638,7502208892638,1
1199,DIRPASID CAJA CON 20 TABLETAS 10 MG,CIRULAN CAJA CON 20 TABLETAS 10 MG,7502208892638,7501075710786,1
1200,DIRPASID CAJA CON 20 TABLETAS 10 MG,CONYSMIN 20 TABS 10MG,7502208892638,7502227871676,1
1201,CARNOTPRIM CAJA CON 6 AMPULAS 10 MG 2ML,CARNOTPRIM CAJA CON 6 AMPULAS 10 MG 2ML,7501124100759,7501124100759,1
1202,PLASIL ENZIMATICO CAJA CON 30 TABLETAS 6.36 MG/35000U/57.9MG/210U/20 MG,PLASIL ENZIMATICO CAJA CON 30 TABLETAS 6.36 MG/35000U/57.9MG/210U/20 MG,7501061013006,7501061013006,1
1203,SELOPRES ZOK CAJA CON 20 TABLETAS  LIBERACION PROLONGADA  95/12.5 MG,SELOPRES ZOK CAJA CON 20 TABLETAS  LIBERACION PROLONGADA  95/12.5 MG,7501098610810,7501098610810,1
1204,NIPRESOL CAJA CON 20 TABLETAS 100MG,NIPRESOL CAJA CON 20 TABLETAS 100MG,7501537102319,7501537102319,1
1205,NIPRESOL CAJA CON 20 TABLETAS 100MG,PRONTOL CAJA CON 20 TABLETAS 100MG,7501537102319,7501075714173,1
1206,NIPRESOL CAJA CON 20 TABLETAS 100MG,METOPROLOL ELI 100MG TAB C20,7501537102319,7502247372382,1
1207,TRIXILEM RU FRASCO AMPULA 50 MG/2 ML,TRIXILEM RU FRASCO AMPULA 50 MG/2 ML,7501559610908,7501559610908,1
1208,TRIXILEM RU FRASCO AMPULA 50 MG/2 ML,TRIXILEM RU FRASCO AMPULA 50 MG/2 ML,7501559610908,7501559610502,1
1209,TRIXILEM RU FRASCO AMPULA 50 MG/2 ML,ZUMOTREX 50MG 2 ML FCO AMPULA,7501559610908,7502251890964,1
1210,LEDERTREXATE CAJA CON 100 TABLETAS 2.5 MG,LEDERTREXATE CAJA CON 100 TABLETAS 2.5 MG,7501228300253,7501228300253,1
1211,LEDERTREXATE CAJA CON 100 TABLETAS 2.5 MG,METOTREXATO 2.5 MG 50 TAB,7501228300253,7501349023550,1
1212,LEDERTREXATE CAJA CON 100 TABLETAS 2.5 MG,TRIXILEM 50 TABS 2.5MG       E,7501228300253,7501559610205,0.5
1213,DERMOX FRASCO SOLUCION 15 ML 1%,DERMOX FRASCO SOLUCION 15 ML 1%,7501273500028,7501273500028,1
1214,METROSON CAJA CON 20 TABLETAS  250 MG,METROSON CAJA CON 20 TABLETAS  250 MG,7502001164567,7502001164567,1
1215,METROSON CAJA CON 20 TABLETAS  250 MG,METRICOM 250 MG C/20 TA,7502001164567,7501277051106,1
1216,METROSON CAJA CON 20 TABLETAS  250 MG,MESSELDAZOL CAJA CON 20 TABLETAS  250 MG,7502001164567,7501573900092,1
1217,METROSON CAJA CON 20 TABLETAS  250 MG,FLAGYL 250MG CPR C30,7502001164567,7501072340078,1
1218,METROSON CAJA CON 20 TABLETAS  250 MG,FLAGENASE 250MG C/20,7502001164567,7501239300244,1
1219,ELYZOL CAJA CON 30 TABLETAS 500 MG,ELYZOL CAJA CON 30 TABLETAS 500 MG,75017095,75017095,1
1220,ELYZOL CAJA CON 30 TABLETAS 500 MG,MESSELDAZOL CAJA CON 30 TABLETAS 500 MG,75017095,7501573900542,1
1221,ELYZOL CAJA CON 30 TABLETAS 500 MG,LAMBLIT CAJA CON 30 TABLETAS 500 MG,75017095,7501075713176,1
1222,ELYZOL CAJA CON 30 TABLETAS 500 MG,LAMBLIT 500MG C/30 TBS,75017095,7501075722895,1
1223,ELYZOL CAJA CON 30 TABLETAS 500 MG,FLAGENASE (METRONIDAZOL) 500 MG CON 30 TABLETAS,75017095,7501299300251,1
1224,METROSON FRASCO SUSPENSION 120 ML 250 MG/5ML,METROSON FRASCO SUSPENSION 120 ML 250 MG/5ML,7502001164611,7502001164611,1
1225,METROSON FRASCO SUSPENSION 120 ML 250 MG/5ML,LAGYLAN SUSP 250MG 120ML,7502001164611,7501672600961,1
1226,METROSON FRASCO SUSPENSION 120 ML 250 MG/5ML,LAMBLIT 5.0G/250MG/5ML,7502001164611,7501075722888,1
1227,METROGEL TUBO GEL 30 G  0.75%,METROGEL TUBO GEL 30 G  0.75%,3499320001168,3499320001168,1
1228,LANFETIL-500 CAJA CON 50 TABLETAS 500MG,LANFETIL-500 CAJA CON 50 TABLETAS 500MG,7502225093438,7502225093438,1
1229,LANFETIL-500 CAJA CON 50 TABLETAS 500MG,CELLCEPT CAJA CON 50 COMPRIMIDOS 500MG,7502225093438,7501009053262,1
1230,LANFETIL-500 CAJA CON 50 TABLETAS 500MG,TAKCELL 50 COM 500 MG,7502225093438,7502224224017,1
1231,LANFETIL-500 CAJA CON 50 TABLETAS 500MG,ACIDO MICOFENOLICO 500MG C/50 TAB PISA,7502225093438,7501125102523,1
1232,DAKTARIN TUBO GEL ORAL 78G  2%,DAKTARIN TUBO GEL ORAL 78G  2%,7501109900503,7501109900503,1
1233,DORMICUM FRASCO 30 TABLETAS 7.5 MG,DORMICUM FRASCO 30 TABLETAS 7.5 MG,7501009002826,7501009002826,1
1234,MINOCIN CAJA CON 24 TABLETAS 50 MG,MINOCIN CAJA CON 24 TABLETAS 50 MG,7501228300284,7501228300284,1
1235,MINOCIN CAJA CON 24 TABLETAS 50 MG,MINOPAC 50MG (A)|TAB|24,7501228300284,7501390913084,1
1236,REMERON SOLTAB CAJA CON 30 TABLETAS DISPERSABLES 30 MG,REMERON SOLTAB CAJA CON 30 TABLETAS DISPERSABLES 30 MG,7501409201607,7501409201607,1
1237,REMERON SOLTAB CAJA CON 30 TABLETAS DISPERSABLES 30 MG,COMENTER 30MG CPR C30,7501409201607,7501871720941,1
1238,REMERON SOLTAB CAJA CON 30 TABLETAS DISPERSABLES 30 MG,ZAPEX 30MG TAB C10,7501409201607,7503006916465,0.33
1239,REMERON SOLTAB CAJA CON 30 TABLETAS DISPERSABLES 30 MG,ZAPEX 30MG TAB C20,7501409201607,7503006916472,0.5
1240,APOSTECSOL  CAJA CON 28 TABLETAS 200 MCG,APOSTECSOL  CAJA CON 28 TABLETAS 200 MCG,7501277093885,7501277093885,1
1241,APOSTECSOL  CAJA CON 28 TABLETAS 200 MCG,MISOPROSTOL SERRAL  CAJA CON 28 TABLETAS 200 MCG,7501277093885,7501258205221,1
1242,APOSTECSOL  CAJA CON 28 TABLETAS 200 MCG,MISOPROSTOL 200MCG C/28 TABLETAS,7501277093885,7501277093908,1
1243,MOMETASONA BEST TUBO UNGÜENTO 30 G 100 MG / 100 G,MOMETASONA BEST TUBO UNGÜENTO 30 G 100 MG / 100 G,7501557140711,7501557140711,1
1244,MOMETASONA BEST TUBO UNGÜENTO 30 G 100 MG / 100 G,MOMETASONA TUBO UNGÜENTO 30 G 100 MG / 100 G,7501557140711,7501050631099,1
1245,MOMETASONA BEST TUBO UNGÜENTO 30 G 100 MG / 100 G,ELOMET TUBO UNGÜENTO 30 G 100 MG/100 G,7501557140711,7501050611053,1
1246,MOMETASONA BEST TUBO UNGÜENTO 30 G 100 MG / 100 G,METACTIV CREMA 30 GR,7501557140711,8904091185214,1
1247,MOMETASONA BEST TUBO UNGÜENTO 30 G 100 MG / 100 G,ELICA UNG 30G,7501557140711,7501050608558,1
1248,RINELON FRASCO SPRAY NASAL 18G 0.50 MG 140 DOSIS,RINELON FRASCO SPRAY NASAL 18G 0.50 MG 140 DOSIS,7501050630160,7501050630160,1
1249,VALTROVER CAJA CON 20 COMPRIMIDOS 10 MG,VALTROVER CAJA CON 20 COMPRIMIDOS 10 MG,7502009744433,7502009744433,1
1250,VALTROVER CAJA CON 20 COMPRIMIDOS 10 MG,MONTIPEDIA CR CAJA CON 20 COMPRIMIDOS 10 MG,7502009744433,7501125155680,1
1251,VALTROVER CAJA CON 20 COMPRIMIDOS 10 MG,MONTIPEDIA CR 10MG C/30 TAB,7502009744433,7501125155697,1
1252,VALTROVER CAJA CON 20 COMPRIMIDOS 10 MG,MONTELUKAST 10MG C/20 CPR,7502009744433,7501125174018,1
1253,VALTROVER CAJA CON 20 COMPRIMIDOS 10 MG,MONTELUKAST CAJA CON 20 CPR 10 MG AMSA,7502009744433,7501349024991,1
1254,VALTROVER M CAJA CON 20 COMPRIMIDOS MASTICABLES 5 MG,VALTROVER M CAJA CON 20 COMPRIMIDOS MASTICABLES 5 MG,7502009744976,7502009744976,1
1255,VALTROVER M CAJA CON 20 COMPRIMIDOS MASTICABLES 5 MG,MONTIPEDIA CAJA CON 20 TABLETAS MASTICABLES 5 MG,7502009744976,7501125156021,1
1256,VALTROVER M CAJA CON 20 COMPRIMIDOS MASTICABLES 5 MG,MONTIPEDIA 5MG TAB C30,7502009744976,7501125156038,1
1257,VALTROVER M CAJA CON 20 COMPRIMIDOS MASTICABLES 5 MG,INHALST 5MG CAJA CON 30 COMPRIMIDOS,7502009744976,7501258213547,1
1258,VALTROVER M CAJA CON 20 COMPRIMIDOS MASTICABLES 5 MG,MONTELUKAST 5 MG 20 TAB,7502009744976,7501349028975,1
1259,ZINOLOX 4G CAJA CON 7 TABLETAS 400 MG,ZINOLOX 4G CAJA CON 7 TABLETAS 400 MG,7501299330357,7501299330357,1
1260,VIGAMOXI FRASCO SOLUCION OFTALMICA 5 ML 5MG/ML,VIGAMOXI FRASCO SOLUCION OFTALMICA 5 ML 5MG/ML,7501088618109,7501088618109,1
1261,MUPIROCINA GROSSMAN TUBO UNGÜENTO 15 G 2%,MUPIROCINA GROSSMAN TUBO UNGÜENTO 15 G 2%,7501123001040,7501123001040,1
1262,MUPIROCINA GROSSMAN TUBO UNGÜENTO 15 G 2%,MUPIROCINA TUBO UNGÜENTO 15 G 2%,7501123001040,7501258207584,1
1263,MUPIROCINA GROSSMAN TUBO UNGÜENTO 15 G 2%,SINPEBAC 2% CAJA CON TUBO UNG 15G,7501123001040,7501123017300,1
1264,FAZOLIN FRASCO SOLUCION GOTAS OFTALMICAS 15 ML 1MG/ML,FAZOLIN FRASCO SOLUCION GOTAS OFTALMICAS 15 ML 1MG/ML,780083144807,780083144807,1
1265,FAZOLIN FRASCO SOLUCION GOTAS OFTALMICAS 15 ML 1MG/ML,NAZIL OFT GTS 15ML,780083144807,736085132069,1
1266,FAZOLIN FRASCO SOLUCION GOTAS OFTALMICAS 15 ML 1MG/ML,NAFAZOLINA SOL OFT 15ML,780083144807,736085414202,1
1267,FAZOLIN FRASCO SOLUCION GOTAS OFTALMICAS 15 ML 1MG/ML,FAZOLIN F SOL OFT. 15ML(Nafazolina-Fenir,780083144807,780083146207,1
1268,GOTINAL ADULTO FRASCO SOLUCION SPRAY ADULTO 15 ML 1.0MG/ML,GOTINAL ADULTO FRASCO SOLUCION SPRAY ADULTO 15 ML 1.0MG/ML,7501034630070,7501034630070,1
1269,GOTINAL ADULTO FRASCO SOLUCION SPRAY ADULTO 15 ML 1.0MG/ML,GOTINAL AD PUMP SPRY GTS 15ML,7501034630070,7501088509926,1
1270,GOTINAL INFANTIL FRASCO SOLUCION ATOMIZADOR 15 ML 0.5MG/ML,GOTINAL INFANTIL FRASCO SOLUCION ATOMIZADOR 15 ML 0.5MG/ML,7501034630087,7501034630087,1
1271,GOTINAL INFANTIL FRASCO SOLUCION ATOMIZADOR 15 ML 0.5MG/ML,ALPHADINAL FRASCO SOLUCION GOTERO 15 ML 0.5MG,7501034630087,75016418,1
1272,GOTINAL INFANTIL FRASCO SOLUCION ATOMIZADOR 15 ML 0.5MG/ML,OPTICAL DEVLYN SEQ OCU GTS15ML,7501034630087,650240012532,1
1273,GOTINAL INFANTIL FRASCO SOLUCION ATOMIZADOR 15 ML 0.5MG/ML,GOTINAL INF. FRASCO SOLUCIÓN SPRAY INFANTIL 15 ML 0.5MG CHINOIN,7501034630087,7501088509919,1
1274,AFAZOL Z FRASCO SOLUCION OFTALMICA 15 ML 0.1/0.2G/100ML,AFAZOL Z FRASCO SOLUCION OFTALMICA 15 ML 0.1/0.2G/100ML,8400001184,8400001184,1
1275,AFAZOL Z FRASCO SOLUCION OFTALMICA 15 ML 0.1/0.2G/100ML,AFAZOL Z FRASCO SOLUCION OFTALMICA 25 ML 0.1/0.2G/100ML,8400001184,8400000064,1
1276,CARIDOXEN CAJA CON 30 CAPSULAS 250/200 MG,CARIDOXEN CAJA CON 30 CAPSULAS 250/200 MG,785120754483,785120754483,1
1277,CARIDOXEN CAJA CON 30 CAPSULAS 250/200 MG,BLOCACID CAJA CON 30 CAPSULAS 250/200 MG,785120754483,780083142070,1
1278,CARIDOXEN CAJA CON 30 CAPSULAS 250/200 MG,CONTRAXEN CAP C/30 (naproxeno-carisoprod,785120754483,7501836003140,1
1279,CARIDOXEN CAJA CON 30 CAPSULAS 250/200 MG,CARIDOXEN 250MG/200 C/30,785120754483,78512075448,1
1280,FLAXENOL CAJA CON 12 TABLETAS 275/300 MG,FLAXENOL CAJA CON 12 TABLETAS 275/300 MG,7502227870617,7502227870617,1
